platform,job,algorithm,dataset,run,success,load_time,makespan,processing_time
GraphBLAS,j844208,WCC,datagen-8_1-fb,r629835,true,0.011,1.275,0.041
GraphBLAS,j844208,WCC,datagen-8_1-fb,r556362,true,0.011,1.291,0.042
GraphBLAS,j844208,WCC,datagen-8_1-fb,r798665,true,0.011,1.267,0.042
GraphBLAS,j520574,SSSP,datagen-8_1-fb,r907160,true,0.017,4.39,1.9
GraphBLAS,j520574,SSSP,datagen-8_1-fb,r783467,true,0.017,3.71,1.902
GraphBLAS,j520574,SSSP,datagen-8_1-fb,r505010,true,0.017,3.79,1.943
GraphBLAS,j793317,SSSP,datagen-8_3-zf,r673859,true,0.017,19.671,8.516
GraphBLAS,j793317,SSSP,datagen-8_3-zf,r729214,true,0.017,19.909,9.115
GraphBLAS,j793317,SSSP,datagen-8_3-zf,r476934,true,0.017,20.503,9.135
GraphBLAS,j497998,WCC,datagen-8_3-zf,r517532,true,0.025,5.894,0.937
GraphBLAS,j497998,WCC,datagen-8_3-zf,r749481,true,0.025,5.861,0.887
GraphBLAS,j497998,WCC,datagen-8_3-zf,r479767,true,0.025,5.587,0.866
GraphBLAS,j716886,CDLP,graph500-24,r670750,true,0.022,5.099,2.516
GraphBLAS,j716886,CDLP,graph500-24,r849438,true,0.022,5.247,2.624
GraphBLAS,j716886,CDLP,graph500-24,r731088,true,0.022,4.983,2.523
GraphBLAS,j754526,BFS,datagen-8_1-fb,r807062,true,0.011,1.247,0.032
GraphBLAS,j754526,BFS,datagen-8_1-fb,r677338,true,0.011,2.04,0.032
GraphBLAS,j754526,BFS,datagen-8_1-fb,r500348,true,0.011,1.268,0.031
GraphBLAS,j899111,WCC,datagen-9_1-fb,r680564,true,0.022,10.96,0.383
GraphBLAS,j899111,WCC,datagen-9_1-fb,r594892,true,0.022,10.741,0.321
GraphBLAS,j899111,WCC,datagen-9_1-fb,r557374,true,0.022,10.73,0.334
GraphBLAS,j474144,CDLP,datagen-9_4-fb,r650734,true,0.019,40.263,19.957
GraphBLAS,j474144,CDLP,datagen-9_4-fb,r845552,true,0.019,39.534,19.269
GraphBLAS,j474144,CDLP,datagen-9_4-fb,r826187,true,0.019,40.487,19.647
GraphBLAS,j896880,WCC,datagen-9_3-zf,r799906,true,0.009,54.992,7.84
GraphBLAS,j896880,WCC,datagen-9_3-zf,r478094,true,0.009,52.716,6.999
GraphBLAS,j896880,WCC,datagen-9_3-zf,r615499,true,0.009,56.657,8.267
GraphBLAS,j562648,BFS,datagen-sf3k-fb,r490251,true,0.033,20.778,0.589
GraphBLAS,j562648,BFS,datagen-sf3k-fb,r653668,true,0.033,21.419,0.55
GraphBLAS,j562648,BFS,datagen-sf3k-fb,r471864,true,0.033,21.634,0.571
GraphBLAS,j850365,PR,datagen-sf3k-fb,r830072,true,0.033,31.635,7.556
GraphBLAS,j850365,PR,datagen-sf3k-fb,r677402,true,0.033,31.555,7.803
GraphBLAS,j850365,PR,datagen-sf3k-fb,r703731,true,0.033,31.526,7.693
GraphBLAS,j742933,LCC,datagen-9_4-fb,r806094,true,0.019,155.164,131.983
GraphBLAS,j742933,LCC,datagen-9_4-fb,r555219,true,0.019,147.777,125.616
GraphBLAS,j742933,LCC,datagen-9_4-fb,r561774,true,0.019,148.061,126.056
GraphBLAS,j761207,PR,datagen-9_0-fb,r720954,true,0.013,9.883,1.449
GraphBLAS,j761207,PR,datagen-9_0-fb,r832258,true,0.013,10.063,1.479
GraphBLAS,j761207,PR,datagen-9_0-fb,r648003,true,0.013,9.996,1.454
GraphBLAS,j722567,WCC,graph500-27,r633472,true,0.01,19.165,1.057
GraphBLAS,j722567,WCC,graph500-27,r567188,true,0.01,19.191,1.027
GraphBLAS,j722567,WCC,graph500-27,r558358,true,0.01,19.406,1.076
GraphBLAS,j533240,LCC,graph500-27,r838239,true,0.01,848.755,825.912
GraphBLAS,j533240,LCC,graph500-27,r514265,true,0.01,849.238,826.427
GraphBLAS,j533240,LCC,graph500-27,r635937,true,0.01,851.228,827.668
GraphBLAS,j696462,CDLP,datagen-9_1-fb,r768774,true,0.022,20.037,8.928
GraphBLAS,j696462,CDLP,datagen-9_1-fb,r688389,true,0.022,19.438,8.777
GraphBLAS,j696462,CDLP,datagen-9_1-fb,r669720,true,0.022,19.55,8.811
GraphBLAS,j919094,SSSP,datagen-9_4-fb,r895163,true,0.01,69.446,31.898
GraphBLAS,j919094,SSSP,datagen-9_4-fb,r502887,true,0.01,62.777,31.899
GraphBLAS,j919094,SSSP,datagen-9_4-fb,r808673,true,0.01,60.521,30.793
GraphBLAS,j861726,CDLP,graph500-26,r718081,true,0.021,19.566,10.031
GraphBLAS,j861726,CDLP,graph500-26,r496697,true,0.021,19.51,10.121
GraphBLAS,j861726,CDLP,graph500-26,r901702,true,0.021,18.564,9.59
GraphBLAS,j616764,LCC,datagen-sf3k-fb,r683259,true,0.033,175.239,123.064
GraphBLAS,j616764,LCC,datagen-sf3k-fb,r749511,true,0.033,146.346,122.306
GraphBLAS,j616764,LCC,datagen-sf3k-fb,r484708,true,0.033,145.533,121.876
GraphBLAS,j555008,SSSP,datagen-9_2-zf,r764633,true,0.02,142.581,55.564
GraphBLAS,j555008,SSSP,datagen-9_2-zf,r672883,true,0.02,143.689,56.884
GraphBLAS,j555008,SSSP,datagen-9_2-zf,r752504,true,0.02,152.56,57.901
GraphBLAS,j581877,CDLP,com-friendster,r561770,true,0.01,38.386,19.535
GraphBLAS,j581877,CDLP,com-friendster,r773904,true,0.01,39.786,19.865
GraphBLAS,j581877,CDLP,com-friendster,r710429,true,0.01,39.484,20.011
GraphBLAS,j794203,CDLP,datagen-sf3k-fb,r788824,true,0.033,43.05,21.974
GraphBLAS,j794203,CDLP,datagen-sf3k-fb,r577739,true,0.033,42.958,22.15
GraphBLAS,j794203,CDLP,datagen-sf3k-fb,r678470,true,0.033,43.177,22.06
GraphBLAS,j508732,WCC,twitter_mpi,r887214,true,0.038,20.928,10.77
GraphBLAS,j508732,WCC,twitter_mpi,r677102,true,0.038,21.723,11.352
GraphBLAS,j508732,WCC,twitter_mpi,r482077,true,0.038,23.519,13.243
GraphBLAS,j502832,BFS,datagen-9_2-zf,r707506,true,0.013,40.81,3.447
GraphBLAS,j502832,BFS,datagen-9_2-zf,r741974,true,0.013,42.281,3.535
GraphBLAS,j502832,BFS,datagen-9_2-zf,r711276,true,0.013,42.721,3.683
GraphBLAS,j541211,PR,datagen-9_2-zf,r707174,true,0.013,90.784,7.807
GraphBLAS,j541211,PR,datagen-9_2-zf,r614197,true,0.013,92.056,8.19
GraphBLAS,j541211,PR,datagen-9_2-zf,r912888,true,0.013,90.428,7.879
GraphBLAS,j480771,WCC,datagen-9_0-fb,r589056,true,0.013,7.721,0.249
GraphBLAS,j480771,WCC,datagen-9_0-fb,r699942,true,0.013,7.325,0.24
GraphBLAS,j480771,WCC,datagen-9_0-fb,r513852,true,0.013,7.778,0.295
GraphBLAS,j780575,LCC,twitter_mpi,r841142,true,0.038,625.356,609.922
GraphBLAS,j780575,LCC,twitter_mpi,r869841,true,0.038,621.975,606.579
GraphBLAS,j780575,LCC,twitter_mpi,r548927,true,0.038,613.726,598.355
GraphBLAS,j586284,CDLP,graph500-27,r569884,true,0.01,40.076,21.352
GraphBLAS,j586284,CDLP,graph500-27,r543093,true,0.01,40.04,21.075
GraphBLAS,j586284,CDLP,graph500-27,r786643,true,0.01,39.947,21.197
GraphBLAS,j802843,BFS,com-friendster,r615131,true,0.01,19.419,0.818
GraphBLAS,j802843,BFS,com-friendster,r522231,true,0.01,19.467,0.873
GraphBLAS,j802843,BFS,com-friendster,r697565,true,0.01,20.028,0.873
GraphBLAS,j691168,BFS,datagen-9_4-fb,r484605,true,0.019,20.114,0.488
GraphBLAS,j691168,BFS,datagen-9_4-fb,r833285,true,0.019,21.134,0.543
GraphBLAS,j691168,BFS,datagen-9_4-fb,r808367,true,0.019,20.622,0.48
GraphBLAS,j622723,PR,twitter_mpi,r486277,true,0.038,25.108,8.634
GraphBLAS,j622723,PR,twitter_mpi,r613252,true,0.038,25.1,8.705
GraphBLAS,j622723,PR,twitter_mpi,r644903,true,0.038,26.247,9.861
GraphBLAS,j545693,CDLP,twitter_mpi,r631435,true,0.038,48.572,38.005
GraphBLAS,j545693,CDLP,twitter_mpi,r908253,true,0.038,49.15,38.224
GraphBLAS,j545693,CDLP,twitter_mpi,r684925,true,0.038,49.022,38.353
GraphBLAS,j643803,CDLP,datagen-9_2-zf,r464279,true,0.013,97.839,51.183
GraphBLAS,j643803,CDLP,datagen-9_2-zf,r771772,true,0.013,96.912,51.015
GraphBLAS,j643803,CDLP,datagen-9_2-zf,r646573,true,0.013,95.924,51.135
GraphBLAS,j907161,LCC,com-friendster,r486198,true,0.01,101.689,77.173
GraphBLAS,j907161,LCC,com-friendster,r492358,true,0.01,104.213,79.429
GraphBLAS,j907161,LCC,com-friendster,r651458,true,0.01,102.804,77.29
GraphBLAS,j539728,PR,graph500-27,r893967,true,0.01,29.872,5.653
GraphBLAS,j539728,PR,graph500-27,r580876,true,0.01,30.338,5.666
GraphBLAS,j539728,PR,graph500-27,r893679,true,0.01,30.932,6.187
GraphBLAS,j525281,BFS,graph500-27,r722310,true,0.01,19.365,0.837
GraphBLAS,j525281,BFS,graph500-27,r810280,true,0.01,19.23,0.825
GraphBLAS,j525281,BFS,graph500-27,r754096,true,0.01,19.187,0.797
GraphBLAS,j557393,CDLP,datagen-9_0-fb,r689413,true,0.013,14.11,6.634
GraphBLAS,j557393,CDLP,datagen-9_0-fb,r482034,true,0.013,14.46,6.721
GraphBLAS,j557393,CDLP,datagen-9_0-fb,r534421,true,0.013,14.374,6.692
GraphBLAS,j706531,SSSP,datagen-9_0-fb,r907773,true,0.02,27.623,15.159
GraphBLAS,j706531,SSSP,datagen-9_0-fb,r578887,true,0.02,32.221,14.556
GraphBLAS,j706531,SSSP,datagen-9_0-fb,r758970,true,0.02,29.427,16.364
GraphBLAS,j900002,BFS,datagen-9_0-fb,r518750,true,0.013,7.494,0.22
GraphBLAS,j900002,BFS,datagen-9_0-fb,r780840,true,0.013,17.077,0.247
GraphBLAS,j900002,BFS,datagen-9_0-fb,r612735,true,0.013,7.592,0.245
GraphBLAS,j867259,LCC,datagen-9_0-fb,r884305,true,0.013,54.861,46.27
GraphBLAS,j867259,LCC,datagen-9_0-fb,r468843,true,0.013,54.15,45.635
GraphBLAS,j867259,LCC,datagen-9_0-fb,r717633,true,0.013,55.047,46.481
GraphBLAS,j684949,WCC,datagen-9_2-zf,r744107,true,0.013,41.073,6.243
GraphBLAS,j684949,WCC,datagen-9_2-zf,r761943,true,0.013,41.01,5.595
GraphBLAS,j684949,WCC,datagen-9_2-zf,r740752,true,0.013,40.869,5.901
GraphBLAS,j706067,SSSP,datagen-sf3k-fb,r618173,true,0.019,83.642,40.09
GraphBLAS,j706067,SSSP,datagen-sf3k-fb,r821333,true,0.019,82.024,38.821
GraphBLAS,j706067,SSSP,datagen-sf3k-fb,r583469,true,0.019,103.951,42.225
GraphBLAS,j573645,WCC,datagen-9_4-fb,r689459,true,0.019,19.737,0.579
GraphBLAS,j573645,WCC,datagen-9_4-fb,r807581,true,0.019,20.303,0.667
GraphBLAS,j573645,WCC,datagen-9_4-fb,r913747,true,0.019,20.768,0.701
GraphBLAS,j782840,SSSP,datagen-9_3-zf,r744908,true,0.015,188.143,75.286
GraphBLAS,j782840,SSSP,datagen-9_3-zf,r597132,true,0.015,188.127,75.3
GraphBLAS,j782840,SSSP,datagen-9_3-zf,r773679,true,0.015,187.434,73.265
GraphBLAS,j558050,BFS,datagen-9_3-zf,r885932,true,0.009,56.647,5.383
GraphBLAS,j558050,BFS,datagen-9_3-zf,r655367,true,0.009,53.387,4.75
GraphBLAS,j558050,BFS,datagen-9_3-zf,r482580,true,0.009,55.535,5.011
GraphBLAS,j660655,PR,datagen-9_1-fb,r795393,true,0.022,13.927,1.969
GraphBLAS,j660655,PR,datagen-9_1-fb,r915405,true,0.022,14.237,1.995
GraphBLAS,j660655,PR,datagen-9_1-fb,r900829,true,0.022,13.965,1.975
GraphBLAS,j640608,LCC,datagen-9_1-fb,r812666,true,0.022,60.964,48.773
GraphBLAS,j640608,LCC,datagen-9_1-fb,r527110,true,0.022,63.068,50.997
GraphBLAS,j640608,LCC,datagen-9_1-fb,r761417,true,0.022,62.003,49.869
GraphBLAS,j475378,LCC,graph500-26,r802644,true,0.021,334.842,323.285
GraphBLAS,j475378,LCC,graph500-26,r868803,true,0.021,334.57,322.656
GraphBLAS,j475378,LCC,graph500-26,r744777,true,0.021,334.864,323.089
GraphBLAS,j699870,CDLP,datagen-9_3-zf,r865855,true,0.009,129.0,68.067
GraphBLAS,j699870,CDLP,datagen-9_3-zf,r497151,true,0.009,128.13,66.539
GraphBLAS,j699870,CDLP,datagen-9_3-zf,r623916,true,0.009,126.874,65.139
GraphBLAS,j773813,PR,datagen-9_3-zf,r487988,true,0.009,116.536,10.337
GraphBLAS,j773813,PR,datagen-9_3-zf,r614664,true,0.009,115.328,10.08
GraphBLAS,j773813,PR,datagen-9_3-zf,r685698,true,0.009,114.985,9.909
GraphBLAS,j586995,LCC,datagen-9_2-zf,r833575,true,0.013,86.326,20.348
GraphBLAS,j586995,LCC,datagen-9_2-zf,r665705,true,0.013,85.946,19.189
GraphBLAS,j586995,LCC,datagen-9_2-zf,r665092,true,0.013,85.843,20.643
GraphBLAS,j688775,BFS,datagen-9_1-fb,r670127,true,0.022,10.695,0.254
GraphBLAS,j688775,BFS,datagen-9_1-fb,r885642,true,0.022,10.672,0.242
GraphBLAS,j688775,BFS,datagen-9_1-fb,r657495,true,0.022,10.437,0.23
GraphBLAS,j495795,SSSP,datagen-9_1-fb,r757864,true,0.015,34.579,17.831
GraphBLAS,j495795,SSSP,datagen-9_1-fb,r691458,true,0.015,32.429,16.98
GraphBLAS,j495795,SSSP,datagen-9_1-fb,r773004,true,0.015,33.809,17.545
GraphBLAS,j792562,PR,datagen-9_4-fb,r521484,true,0.019,28.325,6.033
GraphBLAS,j792562,PR,datagen-9_4-fb,r505701,true,0.019,40.348,5.951
GraphBLAS,j792562,PR,datagen-9_4-fb,r647427,true,0.019,29.608,5.866
GraphBLAS,j639404,BFS,graph500-26,r484182,true,0.021,9.601,0.361
GraphBLAS,j639404,BFS,graph500-26,r531243,true,0.021,9.573,0.385
GraphBLAS,j639404,BFS,graph500-26,r700884,true,0.021,9.638,0.398
GraphBLAS,j795271,WCC,graph500-26,r680130,true,0.021,9.701,0.597
GraphBLAS,j795271,WCC,graph500-26,r765458,true,0.021,9.616,0.575
GraphBLAS,j795271,WCC,graph500-26,r604128,true,0.021,9.697,0.596
GraphBLAS,j628174,PR,com-friendster,r706266,true,0.01,32.01,6.945
GraphBLAS,j628174,PR,com-friendster,r794339,true,0.01,32.064,6.921
GraphBLAS,j628174,PR,com-friendster,r611906,true,0.01,32.201,6.93
GraphBLAS,j922070,WCC,datagen-sf3k-fb,r888696,true,0.033,20.772,0.619
GraphBLAS,j922070,WCC,datagen-sf3k-fb,r744535,true,0.033,21.376,0.632
GraphBLAS,j922070,WCC,datagen-sf3k-fb,r639892,true,0.033,20.406,0.616
GraphBLAS,j618092,BFS,twitter_mpi,r782499,true,0.038,10.397,0.452
GraphBLAS,j618092,BFS,twitter_mpi,r608291,true,0.038,10.383,0.458
GraphBLAS,j618092,BFS,twitter_mpi,r688030,true,0.038,11.307,0.725
GraphBLAS,j591133,PR,graph500-26,r761210,true,0.021,14.73,2.192
GraphBLAS,j591133,PR,graph500-26,r567907,true,0.021,14.895,2.198
GraphBLAS,j591133,PR,graph500-26,r597296,true,0.021,14.68,2.22
GraphBLAS,j696117,WCC,com-friendster,r773749,true,0.01,19.529,1.232
GraphBLAS,j696117,WCC,com-friendster,r508732,true,0.01,19.528,1.207
GraphBLAS,j696117,WCC,com-friendster,r643518,true,0.01,25.411,1.331
GraphBLAS,j662800,LCC,datagen-9_3-zf,r883373,true,0.009,109.767,24.418
GraphBLAS,j662800,LCC,datagen-9_3-zf,r686684,true,0.009,124.772,24.18
GraphBLAS,j662800,LCC,datagen-9_3-zf,r768428,true,0.009,109.238,23.835
GraphBLAS,j495075,LCC,graph500-28,r565224,true,0.013,2123.642,2081.51
GraphBLAS,j495075,LCC,graph500-28,r540676,true,0.013,2133.022,2090.149
GraphBLAS,j495075,LCC,graph500-28,r743584,true,0.013,2143.828,2101.614
GraphBLAS,j695438,BFS,datagen-sf10k-fb,r582116,true,0.011,95.867,2.269
GraphBLAS,j695438,BFS,datagen-sf10k-fb,r693383,true,0.011,62.132,2.008
GraphBLAS,j695438,BFS,datagen-sf10k-fb,r766130,true,0.011,63.431,2.224
GraphBLAS,j689296,WCC,graph500-29,r657937,true,0.019,73.533,4.268
GraphBLAS,j689296,WCC,graph500-29,r779208,true,0.019,73.261,3.828
GraphBLAS,j689296,WCC,graph500-29,r661041,true,0.019,71.924,3.932
GraphBLAS,j908159,PR,datagen-sf10k-fb,r579197,true,0.011,106.49,34.246
GraphBLAS,j908159,PR,datagen-sf10k-fb,r529013,true,0.011,108.455,35.071
GraphBLAS,j908159,PR,datagen-sf10k-fb,r762137,true,0.011,104.067,33.528
GraphBLAS,j832671,BFS,graph500-30,r770155,true,0.022,143.914,10.439
GraphBLAS,j832671,BFS,graph500-30,r472658,true,0.022,201.26,11.877
GraphBLAS,j832671,BFS,graph500-30,r778222,true,0.022,148.701,11.964
GraphBLAS,j761718,SSSP,datagen-sf10k-fb,r615387,true,0.015,281.035,145.489
GraphBLAS,j761718,SSSP,datagen-sf10k-fb,r780806,true,0.015,325.023,184.549
GraphBLAS,j761718,SSSP,datagen-sf10k-fb,r804718,true,0.015,351.575,189.75
GraphBLAS,j810642,CDLP,graph500-29,r564370,true,0.019,169.759,98.396
GraphBLAS,j810642,CDLP,graph500-29,r913992,true,0.019,167.785,96.763
GraphBLAS,j810642,CDLP,graph500-29,r509969,true,0.019,166.401,95.31
GraphBLAS,j838641,WCC,graph500-28,r483400,true,0.013,35.473,1.983
GraphBLAS,j838641,WCC,graph500-28,r897228,true,0.013,37.304,1.914
